block_group,tract,county,state,area_block_group,medincome_block_group,race_total_block_group,race_white_block_group,race_black_block_group,race_asian_block_group,hisp_total_block_group,hisp_yes_block_group,hisp_yes_black_block_group,hisp_yes_white_block_group,hisp_yes_asian_block_group,hisp_no_black_block_group,hisp_no_white_block_group,hisp_no_asian_block_group,grip4_block_group_dens_m_km2
"061010503022",Census Tract 503.02,Sutter County,California,594202.356455446,40815,2440,2208,6,90,2440,2136,0,1970,0,6,198,90,4251.43239328079
"060190044061",Census Tract 44.06,Fresno County,California,658569.956701888,41681,2711,1887,0,509,2711,617,0,272,0,0,1585,509,2157.72661078816
"060190049011",Census Tract 49.01,Fresno County,California,806914.34700993,48646,2246,1660,220,61,2246,936,6,586,0,199,1011,18,1616.86968766847
"060710048002",Census Tract 48,San Bernardino County,California,367356.335641062,43984,1446,1175,67,0,1446,1338,0,1121,0,67,41,0,3098.34938308057
"060730048003",Census Tract 48,San Diego County,California,231990.258033793,31711,1062,851,74,35,1062,859,39,713,0,35,106,24,6006.66346355587
"060855062043",Census Tract 5062.04,Santa Clara County,California,376186.096343155,104076,860,246,32,582,860,0,0,0,0,32,246,483,4276.68897425223
"060650419092",Census Tract 419.09,Riverside County,California,3600119.28163598,85795,850,686,0,72,850,324,0,230,0,0,454,72,2527.23322046656
"060371047031",Census Tract 1047.03,Los Angeles County,California,866389.654968258,33594,1027,667,90,0,1027,909,0,639,0,90,28,0,376.602966525351
"060530018022",Census Tract 18.02,Monterey County,California,667316.416504729,35543,2046,694,21,21,2046,1943,0,641,0,21,53,21,4803.08197749965
"060590117223",Census Tract 117.22,Orange County,California,252292.046169755,111613,881,564,8,157,881,391,0,188,6,8,331,139,9706.17354707945
"060190070034",Census Tract 70.03,Fresno County,California,810881.535672632,53533,1790,1438,0,229,1790,1251,0,989,32,0,342,197,1645.23944296651
"060650432503",Census Tract 432.50,Riverside County,California,885182.295967468,113125,1747,1033,58,654,1747,208,0,170,0,58,827,618,8696.96260724994
"060374802023",Census Tract 4802.02,Los Angeles County,California,276703.340958169,111154,936,483,28,351,936,225,8,98,0,20,330,332,5211.4662109172
"061110043044",Census Tract 43.04,Ventura County,California,360725.002444028,63165,1058,735,216,97,1058,719,15,324,0,0,182,86,6251.82015583421
"060374616004",Census Tract 4616,Los Angeles County,California,384760.302496803,41845,1126,267,121,169,1126,801,0,158,0,84,72,76,528.975680071407
"060990004032",Census Tract 4.03,Stanislaus County,California,798783.101703341,52552,1140,1064,67,0,1140,404,0,356,0,67,669,0,3330.77769314919
"060375766023",Census Tract 5766.02,Los Angeles County,California,125092.121588878,37109,1076,908,119,71,1076,264,0,254,0,87,506,71,0
"060375332022",Census Tract 5332.02,Los Angeles County,California,183128.46903349,52788,1568,1115,0,0,1568,1554,0,1107,0,0,8,0,0
"060376503003",Census Tract 6503,Los Angeles County,California,231553.439424212,83229,1139,417,158,465,1139,226,13,35,0,106,320,381,745.363064253517
"060372133102",Census Tract 2133.10,Los Angeles County,California,158073.318117681,37574,1643,272,22,342,1643,1301,0,221,0,0,0,342,0
"060855027023",Census Tract 5027.02,Santa Clara County,California,479486.090725608,180438,1206,1024,100,159,1206,126,0,126,0,100,821,82,4170.68999706115
"060750178012",Census Tract 178.01,San Francisco County,California,106785.336866277,85257,2487,1131,40,1330,2487,137,17,107,0,23,977,1273,3780.06859908964
"060590890043",Census Tract 890.04,Orange County,California,331190.740222801,36563,1751,471,0,801,1751,774,0,295,0,0,176,801,1681.83405306364
"060590525194",Census Tract 525.19,Orange County,California,260110.064296442,84674,1147,807,0,362,1147,56,0,31,0,0,729,315,2561.78621337584
"060375703011",Census Tract 5703.01,Los Angeles County,California,428002.176852409,40910,3129,748,495,187,3129,2310,74,620,0,315,128,187,8730.22064727491
"060390008005",Census Tract 8,Madera County,California,356772.49321889,22028,678,420,50,0,678,453,0,245,0,50,175,0,3618.9471213972
"060014010005",Census Tract 4010,Alameda County,California,216585.096735298,65242,893,337,286,57,893,276,0,40,0,285,266,43,4320.34376215224
"061110075073",Census Tract 75.07,Ventura County,California,3722695.58261161,129741,3807,3143,18,338,3807,639,0,331,0,18,2763,305,3971.19630077713
"060014060003",Census Tract 4060,Alameda County,California,268048.478302743,35639,1988,303,415,1007,1988,377,0,107,0,415,189,958,3905.21340142968
"060371352012",Census Tract 1352.01,Los Angeles County,California,608323.371366769,139167,862,776,0,123,862,54,0,44,0,0,685,86,1197.56842894994
"060374615012",Census Tract 4615.01,Los Angeles County,California,231766.859845826,45208,1314,605,364,75,1314,677,31,355,0,333,213,75,3385.2025829499
"060190083012",Census Tract 83.01,Fresno County,California,311745.053757411,26823,2105,844,0,0,2105,2105,0,722,0,0,0,0,2728.60476808985
"060590015054",Census Tract 15.05,Orange County,California,504163.319117827,79958,1135,964,13,147,1135,259,0,198,0,0,698,110,2535.03490260312
"060371171021",Census Tract 1171.02,Los Angeles County,California,389769.286749731,58875,1206,657,4,59,1206,897,4,399,0,0,250,59,6672.85623603353
"060310009003",Census Tract 9,Kings County,California,435828.122465269,44583,910,693,44,17,910,416,0,75,0,44,400,17,2375.63633991861
"060650424081",Census Tract 424.08,Riverside County,California,595640.840978109,65417,1533,692,59,175,1533,1011,13,362,0,40,308,162,3247.43921248737
"060375413003",Census Tract 5413,Los Angeles County,California,244618.689837781,37315,1702,465,684,21,1702,1011,0,444,0,664,0,0,4877.44450791674
"060372427001",Census Tract 2427,Los Angeles County,California,187367.795281582,65513,1575,676,267,8,1575,1333,24,666,0,224,0,8,1670.44210725017
"060770051241",Census Tract 51.24,San Joaquin County,California,676541.705019422,68571,2475,1855,106,116,2475,1210,0,743,0,89,1037,108,10689.2478039167
"060375033011",Census Tract 5033.01,Los Angeles County,California,344933.724403323,99792,811,483,24,0,811,497,7,179,0,17,261,0,5559.21207993669
"060014103002",Census Tract 4103,Alameda County,California,193758.528100306,39489,1116,319,335,0,1116,710,0,275,0,311,20,0,36.4648477113721
"061110075103",Census Tract 75.10,Ventura County,California,1438840.85915947,162250,1810,1324,16,591,1810,66,16,50,0,0,1126,470,5006.16132732214
"060372226001",Census Tract 2226,Los Angeles County,California,156041.807233738,22303,1720,429,457,219,1720,929,0,305,0,396,115,219,2053.90007024806
"060375040013",Census Tract 5040.01,Los Angeles County,California,256929.165591219,69907,802,501,0,200,802,331,0,164,0,0,281,154,5607.8028404925
"060190053013",Census Tract 53.01,Fresno County,California,651525.938880054,41563,2666,2264,116,158,2666,1902,0,1718,0,81,493,158,8658.36784895936
"060590746011",Census Tract 746.01,Orange County,California,172830.871834082,75125,1788,611,0,35,1788,1754,0,602,0,0,9,25,0
"060377013021",Census Tract 7013.02,Los Angeles County,California,203453.572078982,100352,2309,2081,0,268,2309,250,0,250,0,0,1791,228,0
"060375359022",Census Tract 5359.02,Los Angeles County,California,214124.202403079,78580,1273,675,0,23,1273,1230,0,609,0,0,43,0,0
"060770015002",Census Tract 15,San Joaquin County,California,949677.144629762,37519,2415,1159,417,107,2415,1520,0,538,0,395,348,86,6995.07979564104
"060379008062",Census Tract 9008.06,Los Angeles County,California,922247.955844328,23565,2367,1379,677,197,2367,858,0,655,16,628,647,154,2191.60384888122
"060371060201",Census Tract 1060.20,Los Angeles County,California,954423.976472651,78869,2636,2171,32,32,2636,2287,19,1737,0,13,326,0,2969.12082085416
"060730186034",Census Tract 186.03,San Diego County,California,227183.321286171,,722,607,0,0,722,639,0,383,0,0,83,0,0
"060710063013",Census Tract 63.01,San Bernardino County,California,511438.222510224,18352,1821,1435,159,22,1821,1110,0,891,0,143,537,17,182.37212104505
"060590992302",Census Tract 992.30,Orange County,California,625710.716315857,82237,2858,2045,32,585,2858,509,0,186,9,25,1707,487,14987.274240207
"060590741032",Census Tract 741.03,Orange County,California,310314.590715389,74583,1225,617,0,97,1225,1119,0,571,0,0,9,67,1652.0589714749
"060816072001",Census Tract 6072,San Mateo County,California,486441.908575994,100417,2280,863,69,664,2280,860,7,109,0,42,699,633,301.247758624295
"060374307211",Census Tract 4307.21,Los Angeles County,California,3129138.89125677,,631,286,6,309,631,23,0,19,0,6,267,281,2188.29369171869
"060730133012",Census Tract 133.01,San Diego County,California,732287.699137232,76414,2375,1683,68,221,2375,1239,0,752,14,34,753,87,2444.24789226456
"060650405033",Census Tract 405.03,Riverside County,California,1721288.18477342,26469,1109,723,291,13,1109,287,0,197,0,284,513,13,2031.95796763712
"060990031002",Census Tract 31,Stanislaus County,California,3851234.66835079,38214,1301,978,0,126,1301,894,0,729,0,0,249,126,1770.59944475532
"060133381021",Census Tract 3381.02,Contra Costa County,California,383611.738136681,91000,1229,1116,3,236,1229,105,0,96,0,3,885,101,9065.75707708129
"060730198081",Census Tract 198.08,San Diego County,California,631048.8102646,91595,967,908,0,29,967,78,0,48,0,0,860,29,6677.32141977934
"060377016012",Census Tract 7016.01,Los Angeles County,California,508084.923825965,135553,1942,1724,29,210,1942,165,0,100,0,15,1506,106,0
"060190042151",Census Tract 42.15,Fresno County,California,2681627.25285271,74831,4784,3311,593,858,4784,1171,0,956,9,313,1988,791,7545.77735337046
"061110016021",Census Tract 16.02,Ventura County,California,1030315.00348629,64833,1557,1506,11,23,1557,274,3,240,0,1,1230,11,4761.69984184802
"060670069002",Census Tract 69,Sacramento County,California,494170.200205869,15897,836,308,305,55,836,233,0,12,0,275,215,55,8508.02849024254
"060710104162",Census Tract 104.16,San Bernardino County,California,43033324.90404,30911,589,521,0,61,589,130,0,130,0,0,383,61,109.183390665048
"060373104001",Census Tract 3104,Los Angeles County,California,262408.638433511,108250,628,339,0,127,628,53,0,8,0,0,331,127,4039.8382972638
"060710076041",Census Tract 76.04,San Bernardino County,California,946647.655244677,44265,871,498,47,94,871,464,0,122,0,47,321,39,2813.78985770752
"060376016001",Census Tract 6016,Los Angeles County,California,179480.820907277,41691,548,283,9,82,548,470,0,258,0,9,9,60,2542.90993213945
"060591101102",Census Tract 1101.10,Orange County,California,831212.580824946,95089,2880,2038,125,572,2880,1068,9,910,0,116,1112,556,5300.66304114107
"060710066031",Census Tract 66.03,San Bernardino County,California,822160.284951148,45439,2627,1749,22,0,2627,2448,10,1570,0,0,179,0,3740.38542270027
"060374310013",Census Tract 4310.01,Los Angeles County,California,512414.518727859,58068,2260,1465,12,610,2260,1077,0,630,0,12,598,399,1051.24622369975
"060014369002",Census Tract 4369,Alameda County,California,200964.609395354,57933,969,215,276,266,969,345,0,110,0,276,91,252,4384.33082461312
"060371924201",Census Tract 1924.20,Los Angeles County,California,143485.272317559,51028,1429,640,97,353,1429,837,0,466,0,97,135,314,2773.46349913127
"060372132013",Census Tract 2132.01,Los Angeles County,California,60522.0913365818,31875,479,133,19,172,479,264,0,100,0,19,24,172,0
"060377021027",Census Tract 7021.02,Los Angeles County,California,163561.667796475,72900,1607,1443,63,110,1607,348,0,322,0,43,1074,95,2605.76669025627
"060816042002",Census Tract 6042,San Mateo County,California,324242.227531164,117396,576,217,12,113,576,190,0,59,0,0,116,107,8377.32493505053
"060375440012",Census Tract 5440.01,Los Angeles County,California,201518.976308097,94769,1274,897,7,274,1274,802,0,710,0,7,176,263,8025.75549454291
"060375706023",Census Tract 5706.02,Los Angeles County,California,162345.824191659,56161,1541,476,194,213,1541,1073,0,385,0,194,61,197,0
"060372352012",Census Tract 2352.01,Los Angeles County,California,248029.986557254,61500,689,76,569,12,689,97,0,33,0,552,19,1,1789.70936971458
"060371432001",Census Tract 1432,Los Angeles County,California,270106.424585163,75142,2096,1485,379,99,2096,282,10,64,0,327,1377,54,4890.49108097061
"060816113004",Census Tract 6113,San Mateo County,California,316066.076042002,129968,1394,1099,70,223,1394,226,0,120,0,9,875,180,8812.74402505423
"060374027052",Census Tract 4027.05,Los Angeles County,California,514728.359265029,77167,2328,1111,210,181,2328,1786,14,778,0,97,193,172,6282.95599920109
"060375040011",Census Tract 5040.01,Los Angeles County,California,348247.002631109,75735,1317,876,90,41,1317,679,0,289,0,30,502,16,5369.04361191019
"060290027002",Census Tract 27,Kern County,California,288793.396654352,51652,1134,967,16,0,1134,794,0,643,0,16,324,0,6797.61307493864
"060750205003",Census Tract 205,San Francisco County,California,111475.579650936,151989,1133,942,64,165,1133,68,0,58,10,55,855,126,0
"060855120381",Census Tract 5120.38,Santa Clara County,California,1378344.56143559,73456,3259,1758,105,961,3259,867,8,347,0,97,1343,884,4918.01307007416
"060750113002",Census Tract 113,San Francisco County,California,47846.1724478145,19904,1279,370,85,843,1279,74,0,22,8,85,285,772,3394.84159808641
"060670082042",Census Tract 82.04,Sacramento County,California,1290280.13837313,95370,2294,2185,32,52,2294,381,0,274,0,16,1825,27,5273.630206293
"061070045002",Census Tract 45,Tulare County,California,1127071.40531685,16295,827,588,0,0,827,760,0,521,0,0,67,0,2366.57014076864
"060855037072",Census Tract 5037.07,Santa Clara County,California,369579.859298878,93438,2215,470,44,1369,2215,702,0,302,4,44,104,1349,8800.62938321991
"060855073013",Census Tract 5073.01,Santa Clara County,California,1512835.0791768,209000,914,490,0,466,914,77,0,77,0,0,371,402,3165.27683104504
"060372317202",Census Tract 2317.20,Los Angeles County,California,133980.221420279,17130,850,315,118,0,850,732,0,315,0,118,0,0,7614.43051403162
"060372240102",Census Tract 2240.10,Los Angeles County,California,347009.922997682,28636,1586,744,400,265,1586,644,16,397,0,347,301,256,3880.15712863637
"060590992381",Census Tract 992.38,Orange County,California,643613.180478968,139592,2067,1532,0,582,2067,289,0,289,0,0,1175,535,9938.84906256133
"060890114021",Census Tract 114.02,Shasta County,California,1509107.42953244,105667,1576,1356,0,93,1576,341,0,231,0,0,1113,81,5331.70262324955
"060133462032",Census Tract 3462.03,Contra Costa County,California,845100.360887927,152386,1108,1013,0,95,1108,54,0,54,0,0,941,95,6686.87585375985
"060290003001",Census Tract 3,Kern County,California,469212.831668929,26801,1613,1599,126,13,1613,452,0,320,0,0,1096,0,11403.0513997953
"060375356051",Census Tract 5356.05,Los Angeles County,California,212789.583678113,41287,2062,929,0,46,2062,2009,0,914,8,0,15,38,0
"061110058023",Census Tract 58.02,Ventura County,California,412110.309953983,,1357,1130,22,254,1357,103,0,103,0,22,943,187,7355.05028034412
"060372420001",Census Tract 2420,Los Angeles County,California,220677.814417189,28007,1479,612,601,19,1479,856,15,588,0,580,13,14,8812.95255926205
"060379010041",Census Tract 9010.04,Los Angeles County,California,557387.291585963,69375,1049,658,25,90,1049,462,0,205,0,25,453,90,7794.74686934599
"060590874053",Census Tract 874.05,Orange County,California,373412.304959829,32134,2584,2232,29,64,2584,2226,0,1967,0,29,265,64,5401.36517274022
"060375013002",Census Tract 5013,Los Angeles County,California,387555.745225717,61923,3275,1300,86,114,3275,2677,0,781,0,62,398,114,3119.39905135084
"060371311001",Census Tract 1311,Los Angeles County,California,454260.472774514,67895,1429,961,56,219,1429,542,7,255,0,20,619,219,6157.88035201928
"060710084021",Census Tract 84.02,San Bernardino County,California,325359.238581144,97135,962,842,4,86,962,101,0,19,0,0,771,86,9464.65797891903
"060710006041",Census Tract 6.04,San Bernardino County,California,971959.702425499,58056,1844,1187,8,184,1844,1000,0,481,38,2,680,136,3609.13601140463
"060290001022",Census Tract 1.02,Kern County,California,1082945.50917695,41563,1408,1358,6,24,1408,156,0,106,17,0,1212,0,5174.15651228575
"060650427142",Census Tract 427.14,Riverside County,California,596191.209696914,86064,1337,1294,0,75,1337,158,0,158,0,0,1083,43,2042.13456498171
"060871010007",Census Tract 1010,Santa Cruz County,California,314541.515838392,33926,968,696,112,170,968,93,0,21,33,112,642,88,6511.63699552711
